22-Aug,8,Amazon,8,-426.67
23-Aug,15,Madhura Wines,10,170
23-Aug,15,Madhura Wines,10,160
23-Aug,15,Madhura Wines,10,160
23-Aug,15,Madhuloka Beer,10,6300
24-Aug,15,Hypermart Srishti,8,260
24-Aug,7,Mygate Water Bill Aug,5,1578.27
24-Aug,8,Licious Razarpay,4,301
25-Aug,2,Shishir 11ri Homeopathy Med,20,895
25-Aug,2,Srinivasan Srinivasan - Iron Man,5,110
25-Aug,8,Myntra,8,366.06
25-Aug,8,Amazon,8,884.23
25-Aug,8,Amazon,8,898
25-Aug,8,Amazon,8,798
26-Aug,8,Amazon,8,-499
26-Aug,8,Amazon,8,-385.23
27-Aug,15,D Mart Sarjapura,4,1993.69
27-Aug,15,Bab Enterprises Agrawal Bhawan,9,160
27-Aug,7,Madhuloka,10,6300
27-Aug,14,Lunch Thela Fried Rice Chicken,9,250,
27-Aug,12,Srinivasa Filling Station Scooty Fuel,5,443.71
28-Aug,8,AMazon,8,-531.08
28-Aug,8,CRED Indane Gas,5,1055
29-Aug,7,All Season Hypermart,4,445
29-Aug,15,Ramdev Medicals,20,130
29-Aug,2,Anita wo Arvind Kum Golgappe ,9,40
29-Aug,8,Amazon,15,-627.81
30-Aug,15,DVR and Sons - Fuel Bike,5,300
30-Aug,2,Anshu Agarwal - Fees Ishi Rubic cube,15,3000
30-Aug,2,Pappu Pan Shop Samose,9,40
30-Aug,8,Amazon,8,1923.23
30-Aug,4,All Season Hypermart,4,500
31-Aug,8,Victoria Hotel Booking Puri Online Refunded 50%,12,6832
31-Aug,4,Dominoz,9,1113.15
31-Aug,4,Rachna Piyu Tution Fees,15,2305
31-Aug,4,Lohith P Reliance Trends PIyu Ishi Clothes,8,5194
